ces	deu	multi30k_test_2016_flickr				datasets/multi30k/dataset/data/task1/raw/test_2016_flickr.cs	datasets/multi30k/dataset/data/task1/raw/test_2016_flickr.de
ces	deu	multi30k_test_2018_flickr				datasets/multi30k/dataset/data/task1/raw/test_2018_flickr.cs	datasets/multi30k/dataset/data/task1/raw/test_2018_flickr.de
ces	eng	multi30k_test_2016_flickr				datasets/multi30k/dataset/data/task1/raw/test_2016_flickr.cs	datasets/multi30k/dataset/data/task1/raw/test_2016_flickr.en
ces	eng	multi30k_test_2018_flickr				datasets/multi30k/dataset/data/task1/raw/test_2018_flickr.cs	datasets/multi30k/dataset/data/task1/raw/test_2018_flickr.en
ces	fra	multi30k_test_2016_flickr				datasets/multi30k/dataset/data/task1/raw/test_2016_flickr.cs	datasets/multi30k/dataset/data/task1/raw/test_2016_flickr.fr
ces	fra	multi30k_test_2018_flickr				datasets/multi30k/dataset/data/task1/raw/test_2018_flickr.cs	datasets/multi30k/dataset/data/task1/raw/test_2018_flickr.fr
deu	ces	multi30k_test_2016_flickr				datasets/multi30k/dataset/data/task1/raw/test_2016_flickr.de	datasets/multi30k/dataset/data/task1/raw/test_2016_flickr.cs
deu	ces	multi30k_test_2018_flickr				datasets/multi30k/dataset/data/task1/raw/test_2018_flickr.de	datasets/multi30k/dataset/data/task1/raw/test_2018_flickr.cs
deu	eng	multi30k_test_2016_flickr				datasets/multi30k/dataset/data/task1/raw/test_2016_flickr.de	datasets/multi30k/dataset/data/task1/raw/test_2016_flickr.en
deu	eng	multi30k_test_2018_flickr				datasets/multi30k/dataset/data/task1/raw/test_2018_flickr.de	datasets/multi30k/dataset/data/task1/raw/test_2018_flickr.en
deu	fra	multi30k_test_2016_flickr				datasets/multi30k/dataset/data/task1/raw/test_2016_flickr.de	datasets/multi30k/dataset/data/task1/raw/test_2016_flickr.fr
deu	fra	multi30k_test_2018_flickr				datasets/multi30k/dataset/data/task1/raw/test_2018_flickr.de	datasets/multi30k/dataset/data/task1/raw/test_2018_flickr.fr
eng	ces	multi30k_test_2016_flickr				datasets/multi30k/dataset/data/task1/raw/test_2016_flickr.en	datasets/multi30k/dataset/data/task1/raw/test_2016_flickr.cs
eng	ces	multi30k_test_2018_flickr				datasets/multi30k/dataset/data/task1/raw/test_2018_flickr.en	datasets/multi30k/dataset/data/task1/raw/test_2018_flickr.cs
eng	deu	multi30k_test_2016_flickr				datasets/multi30k/dataset/data/task1/raw/test_2016_flickr.en	datasets/multi30k/dataset/data/task1/raw/test_2016_flickr.de
eng	deu	multi30k_test_2018_flickr				datasets/multi30k/dataset/data/task1/raw/test_2018_flickr.en	datasets/multi30k/dataset/data/task1/raw/test_2018_flickr.de
eng	fra	multi30k_test_2016_flickr				datasets/multi30k/dataset/data/task1/raw/test_2016_flickr.en	datasets/multi30k/dataset/data/task1/raw/test_2016_flickr.fr
eng	fra	multi30k_test_2018_flickr				datasets/multi30k/dataset/data/task1/raw/test_2018_flickr.en	datasets/multi30k/dataset/data/task1/raw/test_2018_flickr.fr
fra	ces	multi30k_test_2016_flickr				datasets/multi30k/dataset/data/task1/raw/test_2016_flickr.fr	datasets/multi30k/dataset/data/task1/raw/test_2016_flickr.cs
fra	ces	multi30k_test_2018_flickr				datasets/multi30k/dataset/data/task1/raw/test_2018_flickr.fr	datasets/multi30k/dataset/data/task1/raw/test_2018_flickr.cs
fra	deu	multi30k_test_2016_flickr				datasets/multi30k/dataset/data/task1/raw/test_2016_flickr.fr	datasets/multi30k/dataset/data/task1/raw/test_2016_flickr.de
fra	deu	multi30k_test_2018_flickr				datasets/multi30k/dataset/data/task1/raw/test_2018_flickr.fr	datasets/multi30k/dataset/data/task1/raw/test_2018_flickr.de
fra	eng	multi30k_test_2016_flickr				datasets/multi30k/dataset/data/task1/raw/test_2016_flickr.fr	datasets/multi30k/dataset/data/task1/raw/test_2016_flickr.en
fra	eng	multi30k_test_2018_flickr				datasets/multi30k/dataset/data/task1/raw/test_2018_flickr.fr	datasets/multi30k/dataset/data/task1/raw/test_2018_flickr.en
deu	eng	multi30k_test_2017_flickr				datasets/multi30k/dataset/data/task1/raw/test_2017_flickr.de	datasets/multi30k/dataset/data/task1/raw/test_2017_flickr.en
deu	eng	multi30k_test_2017_mscoco				datasets/multi30k/dataset/data/task1/raw/test_2017_mscoco.de	datasets/multi30k/dataset/data/task1/raw/test_2017_mscoco.en
deu	fra	multi30k_test_2017_flickr				datasets/multi30k/dataset/data/task1/raw/test_2017_flickr.de	datasets/multi30k/dataset/data/task1/raw/test_2017_flickr.fr
deu	fra	multi30k_test_2017_mscoco				datasets/multi30k/dataset/data/task1/raw/test_2017_mscoco.de	datasets/multi30k/dataset/data/task1/raw/test_2017_mscoco.fr
eng	deu	multi30k_test_2017_flickr				datasets/multi30k/dataset/data/task1/raw/test_2017_flickr.en	datasets/multi30k/dataset/data/task1/raw/test_2017_flickr.de
eng	deu	multi30k_test_2017_mscoco				datasets/multi30k/dataset/data/task1/raw/test_2017_mscoco.en	datasets/multi30k/dataset/data/task1/raw/test_2017_mscoco.de
eng	fra	multi30k_test_2017_flickr				datasets/multi30k/dataset/data/task1/raw/test_2017_flickr.en	datasets/multi30k/dataset/data/task1/raw/test_2017_flickr.fr
eng	fra	multi30k_test_2017_mscoco				datasets/multi30k/dataset/data/task1/raw/test_2017_mscoco.en	datasets/multi30k/dataset/data/task1/raw/test_2017_mscoco.fr
fra	deu	multi30k_test_2017_flickr				datasets/multi30k/dataset/data/task1/raw/test_2017_flickr.fr	datasets/multi30k/dataset/data/task1/raw/test_2017_flickr.de
fra	deu	multi30k_test_2017_mscoco				datasets/multi30k/dataset/data/task1/raw/test_2017_mscoco.fr	datasets/multi30k/dataset/data/task1/raw/test_2017_mscoco.de
fra	eng	multi30k_test_2017_flickr				datasets/multi30k/dataset/data/task1/raw/test_2017_flickr.fr	datasets/multi30k/dataset/data/task1/raw/test_2017_flickr.en
fra	eng	multi30k_test_2017_mscoco				datasets/multi30k/dataset/data/task1/raw/test_2017_mscoco.fr	datasets/multi30k/dataset/data/task1/raw/test_2017_mscoco.en
eng	deu	multi30k_task2_test_2016				datasets/multi30k/dataset/data/task2/raw/test_2016.en	datasets/multi30k/dataset/data/task2/raw/test_2016.de
deu	eng	multi30k_task2_test_2016				datasets/multi30k/dataset/data/task2/raw/test_2016.de	datasets/multi30k/dataset/data/task2/raw/test_2016.en
